,施設名,経度,緯度,距離 (km),住所,収容人数,loc_name
21,野田中学校,135.46891499999998,34.687226,0.9313427779214334,大阪府大阪市福島区吉野5-9-4,400,国道2号_3
22,姫里小学校,135.45836,34.70664,1.0572887343887163,大阪府大阪市西淀川区姫里2-8-24,2000,国道2号_4
23,柏里小学校,135.465804,34.710473,1.0764875171602502,大阪府大阪市西淀川区柏里2-13-33,1000,国道2号_4
24,姫島小学校,135.455527,34.701669,1.1051931827995713,大阪府大阪市西淀川区姫島1-10-4,1800,国道2号_4
25,淀商業高等学校,135.458499,34.710029,0.31093716796772464,大阪府大阪市西淀川区野里3-3-15,11155,国道2号_5
26,野里小学校,135.461027,34.711084,0.3794934346070487,大阪府大阪市西淀川区野里2-21-13,1600,国道2号_5
27,歌島小学校,135.461471,34.713945,0.6994156190065185,大阪府大阪市西淀川区歌島2-5-18,3000,国道2号_5
28,歌島中学校,135.46041499999998,34.715389,0.852608158434733,大阪府大阪市西淀川区歌島2-11-9,5000,国道2号_5
29,御幣島小学校,135.4563429,34.716947999999995,1.090617735175898,大阪府大阪市西淀川区御幣島3-5-5,5000,国道2号_5
30,好文学園女子高等学校,135.448444,34.710195,1.129053863229358,大阪府大阪市西淀川区千舟3-8-22,5000,国道2号_5
31,佃小学校,135.446944,34.716583,0.5853894340971024,大阪府大阪市西淀川区佃1-21-12,3000,国道2号_6
32,佃西小学校,135.444028,34.714472,0.7084999696634359,大阪府大阪市西淀川区佃2-15-30,2162,国道2号_6
33,香蓑小学校,135.452666,34.720166,0.8123082161945271,大阪府大阪市西淀川区御幣島6-5-25,2400,国道2号_6
34,コーナン杭瀬店,135.4430466,34.71778791,0.946982147083726,兵庫県尼崎市梶ｹ島19-1,4950,国道2号_6
